Image,Cluster
/Users/kater/HauntedImages_8000/haunted_8523.png,1
/Users/kater/HauntedImages_8000/haunted_8524.png,0
/Users/kater/HauntedImages_8000/haunted_8525.png,0
/Users/kater/HauntedImages_8000/haunted_8526.png,2
/Users/kater/HauntedImages_8000/haunted_8527.png,0
/Users/kater/HauntedImages_8000/haunted_8528.png,0
/Users/kater/HauntedImages_8000/haunted_8529.png,0
/Users/kater/HauntedImages_8000/haunted_8530.png,0
/Users/kater/HauntedImages_8000/haunted_8531.png,0
/Users/kater/HauntedImages_8000/haunted_8532.png,0
/Users/kater/HauntedImages_8000/haunted_8533.png,0
/Users/kater/HauntedImages_8000/haunted_8534.png,0
/Users/kater/HauntedImages_8000/haunted_8535.png,2
/Users/kater/HauntedImages_8000/haunted_8536.png,0
/Users/kater/HauntedImages_8000/haunted_8538.png,1
/Users/kater/HauntedImages_8000/haunted_8539.png,2
/Users/kater/HauntedImages_8000/haunted_8540.png,0
/Users/kater/HauntedImages_8000/haunted_8541.png,2
/Users/kater/HauntedImages_8000/haunted_8542.png,0
/Users/kater/HauntedImages_8000/haunted_8544.png,0
/Users/kater/HauntedImages_8000/haunted_8545.png,1
/Users/kater/HauntedImages_8000/haunted_8546.png,0
/Users/kater/HauntedImages_8000/haunted_8547.png,0
/Users/kater/HauntedImages_8000/haunted_8548.png,2
/Users/kater/HauntedImages_8000/haunted_8549.png,1
/Users/kater/HauntedImages_8000/haunted_8550.png,0
/Users/kater/HauntedImages_8000/haunted_8551.png,0
/Users/kater/HauntedImages_8000/haunted_8552.png,0
/Users/kater/HauntedImages_8000/haunted_8553.png,0
/Users/kater/HauntedImages_8000/haunted_8554.png,0
/Users/kater/HauntedImages_8000/haunted_8555.png,0
/Users/kater/HauntedImages_8000/haunted_8556.png,0
/Users/kater/HauntedImages_8000/haunted_8557.png,0
/Users/kater/HauntedImages_8000/haunted_8558.png,1
/Users/kater/HauntedImages_8000/haunted_8559.png,0
/Users/kater/HauntedImages_8000/haunted_8560.png,2
/Users/kater/HauntedImages_8000/haunted_8561.png,2
/Users/kater/HauntedImages_8000/haunted_8562.png,0
/Users/kater/HauntedImages_8000/haunted_8563.png,1
/Users/kater/HauntedImages_8000/haunted_8564.png,1
/Users/kater/HauntedImages_8000/haunted_8565.png,2
/Users/kater/HauntedImages_8000/haunted_8566.png,0
/Users/kater/HauntedImages_8000/haunted_8567.png,2
/Users/kater/HauntedImages_8000/haunted_8568.png,2
/Users/kater/HauntedImages_8000/haunted_8569.png,2
/Users/kater/HauntedImages_8000/haunted_8571.png,1
/Users/kater/HauntedImages_8000/haunted_8572.png,0
/Users/kater/HauntedImages_8000/haunted_8573.png,2
/Users/kater/HauntedImages_8000/haunted_8574.png,2
/Users/kater/HauntedImages_8000/haunted_8575.png,2
/Users/kater/HauntedImages_8000/haunted_8576.png,2
/Users/kater/HauntedImages_8000/haunted_8577.png,0
/Users/kater/HauntedImages_8000/haunted_8578.png,0
/Users/kater/HauntedImages_8000/haunted_8579.png,2
/Users/kater/HauntedImages_8000/haunted_8580.png,0
/Users/kater/HauntedImages_8000/haunted_8581.png,0
/Users/kater/HauntedImages_8000/haunted_8582.png,1
/Users/kater/HauntedImages_8000/haunted_8583.png,0
/Users/kater/HauntedImages_8000/haunted_8584.png,2
/Users/kater/HauntedImages_8000/haunted_8585.png,0
/Users/kater/HauntedImages_8000/haunted_8586.png,1
/Users/kater/HauntedImages_8000/haunted_8587.png,2
/Users/kater/HauntedImages_8000/haunted_8588.png,0
/Users/kater/HauntedImages_8000/haunted_8589.png,0
/Users/kater/HauntedImages_8000/haunted_8590.png,1
/Users/kater/HauntedImages_8000/haunted_8591.png,2
/Users/kater/HauntedImages_8000/haunted_8592.png,2
/Users/kater/HauntedImages_8000/haunted_8593.png,0
/Users/kater/HauntedImages_8000/haunted_8594.png,0
/Users/kater/HauntedImages_8000/haunted_8595.png,2
/Users/kater/HauntedImages_8000/haunted_8596.png,0
/Users/kater/HauntedImages_8000/haunted_8597.png,1
/Users/kater/HauntedImages_8000/haunted_8598.png,2
/Users/kater/HauntedImages_8000/haunted_8599.png,2
/Users/kater/HauntedImages_8000/haunted_8600.png,2
/Users/kater/HauntedImages_8000/haunted_8601.png,2
/Users/kater/HauntedImages_8000/haunted_8602.png,2
/Users/kater/HauntedImages_8000/haunted_8603.png,2
/Users/kater/HauntedImages_8000/haunted_8604.png,0
/Users/kater/HauntedImages_8000/haunted_8605.png,2
/Users/kater/HauntedImages_8000/haunted_8606.png,1
/Users/kater/HauntedImages_8000/haunted_8607.png,2
/Users/kater/HauntedImages_8000/haunted_8608.png,0
/Users/kater/HauntedImages_8000/haunted_8609.png,0
/Users/kater/HauntedImages_8000/haunted_8610.png,0
/Users/kater/HauntedImages_8000/haunted_8611.png,1
/Users/kater/HauntedImages_8000/haunted_8612.png,1
/Users/kater/HauntedImages_8000/haunted_8613.png,2
/Users/kater/HauntedImages_8000/haunted_8614.png,0
/Users/kater/HauntedImages_8000/haunted_8615.png,2
/Users/kater/HauntedImages_8000/haunted_8616.png,2
/Users/kater/HauntedImages_8000/haunted_8617.png,0
/Users/kater/HauntedImages_8000/haunted_8618.png,2
/Users/kater/HauntedImages_8000/haunted_8619.png,2
/Users/kater/HauntedImages_8000/haunted_8620.png,2
/Users/kater/HauntedImages_8000/haunted_8621.png,0
/Users/kater/HauntedImages_8000/haunted_8622.png,0
/Users/kater/HauntedImages_8000/haunted_8623.png,0
/Users/kater/HauntedImages_8000/haunted_8624.png,0
/Users/kater/HauntedImages_8000/haunted_8625.png,2
/Users/kater/HauntedImages_8000/haunted_8626.png,0
/Users/kater/HauntedImages_8000/haunted_8627.png,2
/Users/kater/HauntedImages_8000/haunted_8628.png,2
/Users/kater/HauntedImages_8000/haunted_8629.png,0
/Users/kater/HauntedImages_8000/haunted_8630.png,2
/Users/kater/HauntedImages_8000/haunted_8631.png,0
/Users/kater/HauntedImages_8000/haunted_8632.png,0
/Users/kater/HauntedImages_8000/haunted_8633.png,0
/Users/kater/HauntedImages_8000/haunted_8634.png,0
/Users/kater/HauntedImages_8000/haunted_8635.png,0
/Users/kater/HauntedImages_8000/haunted_8636.png,1
/Users/kater/HauntedImages_8000/haunted_8637.png,0
/Users/kater/HauntedImages_8000/haunted_8638.png,0
/Users/kater/HauntedImages_8000/haunted_8639.png,2
/Users/kater/HauntedImages_8000/haunted_8640.png,2
/Users/kater/HauntedImages_8000/haunted_8641.png,0
/Users/kater/HauntedImages_8000/haunted_8642.png,0
/Users/kater/HauntedImages_8000/haunted_8643.png,2
/Users/kater/HauntedImages_8000/haunted_8644.png,2
/Users/kater/HauntedImages_8000/haunted_8645.png,1
/Users/kater/HauntedImages_8000/haunted_8646.png,1
/Users/kater/HauntedImages_8000/haunted_8647.png,0
/Users/kater/HauntedImages_8000/haunted_8648.png,2
/Users/kater/HauntedImages_8000/haunted_8649.png,1
/Users/kater/HauntedImages_8000/haunted_8650.png,2
/Users/kater/HauntedImages_8000/haunted_8651.png,0
/Users/kater/HauntedImages_8000/haunted_8653.png,1
/Users/kater/HauntedImages_8000/haunted_8654.png,0
/Users/kater/HauntedImages_8000/haunted_8655.png,0
/Users/kater/HauntedImages_8000/haunted_8656.png,2
/Users/kater/HauntedImages_8000/haunted_8657.png,2
/Users/kater/HauntedImages_8000/haunted_8658.png,2
/Users/kater/HauntedImages_8000/haunted_8659.png,1
/Users/kater/HauntedImages_8000/haunted_8660.png,1
/Users/kater/HauntedImages_8000/haunted_8661.png,0
/Users/kater/HauntedImages_8000/haunted_8662.png,2
/Users/kater/HauntedImages_8000/haunted_8663.png,0
/Users/kater/HauntedImages_8000/haunted_8664.png,2
/Users/kater/HauntedImages_8000/haunted_8665.png,0
/Users/kater/HauntedImages_8000/haunted_8666.png,2
/Users/kater/HauntedImages_8000/haunted_8667.png,2
/Users/kater/HauntedImages_8000/haunted_8668.png,2
/Users/kater/HauntedImages_8000/haunted_8669.png,0
/Users/kater/HauntedImages_8000/haunted_8670.png,0
/Users/kater/HauntedImages_8000/haunted_8671.png,0
/Users/kater/HauntedImages_8000/haunted_8672.png,1
/Users/kater/HauntedImages_8000/haunted_8673.png,2
/Users/kater/HauntedImages_8000/haunted_8674.png,2
/Users/kater/HauntedImages_8000/haunted_8675.png,0
/Users/kater/HauntedImages_8000/haunted_8676.png,2
/Users/kater/HauntedImages_8000/haunted_8677.png,2
/Users/kater/HauntedImages_8000/haunted_8678.png,0
/Users/kater/HauntedImages_8000/haunted_8679.png,0
/Users/kater/HauntedImages_8000/haunted_8680.png,0
/Users/kater/HauntedImages_8000/haunted_8681.png,0
/Users/kater/HauntedImages_8000/haunted_8682.png,0
/Users/kater/HauntedImages_8000/haunted_8683.png,2
/Users/kater/HauntedImages_8000/haunted_8684.png,1
/Users/kater/HauntedImages_8000/haunted_8685.png,0
/Users/kater/HauntedImages_8000/haunted_8686.png,2
/Users/kater/HauntedImages_8000/haunted_8687.png,1
/Users/kater/HauntedImages_8000/haunted_8688.png,2
/Users/kater/HauntedImages_8000/haunted_8689.png,0
/Users/kater/HauntedImages_8000/haunted_8690.png,0
/Users/kater/HauntedImages_8000/haunted_8691.png,2
/Users/kater/HauntedImages_8000/haunted_8692.png,1
/Users/kater/HauntedImages_8000/haunted_8693.png,2
/Users/kater/HauntedImages_8000/haunted_8694.png,0
/Users/kater/HauntedImages_8000/haunted_8695.png,0
/Users/kater/HauntedImages_8000/haunted_8696.png,2
/Users/kater/HauntedImages_8000/haunted_8697.png,2
/Users/kater/HauntedImages_8000/haunted_8698.png,0
/Users/kater/HauntedImages_8000/haunted_8699.png,2
/Users/kater/HauntedImages_8000/haunted_8700.png,2
/Users/kater/HauntedImages_8000/haunted_8701.png,2
/Users/kater/HauntedImages_8000/haunted_8702.png,2
/Users/kater/HauntedImages_8000/haunted_8703.png,0
/Users/kater/HauntedImages_8000/haunted_8704.png,0
/Users/kater/HauntedImages_8000/haunted_8705.png,2
/Users/kater/HauntedImages_8000/haunted_8706.png,0
/Users/kater/HauntedImages_8000/haunted_8707.png,1
/Users/kater/HauntedImages_8000/haunted_8708.png,0
/Users/kater/HauntedImages_8000/haunted_8709.png,2
/Users/kater/HauntedImages_8000/haunted_8710.png,0
/Users/kater/HauntedImages_8000/haunted_8711.png,2
/Users/kater/HauntedImages_8000/haunted_8712.png,0
/Users/kater/HauntedImages_8000/haunted_8713.png,2
/Users/kater/HauntedImages_8000/haunted_8714.png,2
/Users/kater/HauntedImages_8000/haunted_8715.png,2
/Users/kater/HauntedImages_8000/haunted_8716.png,1
/Users/kater/HauntedImages_8000/haunted_8717.png,0
/Users/kater/HauntedImages_8000/haunted_8718.png,1
/Users/kater/HauntedImages_8000/haunted_8719.png,0
/Users/kater/HauntedImages_8000/haunted_8721.png,0
/Users/kater/HauntedImages_8000/haunted_8722.png,0
/Users/kater/HauntedImages_8000/haunted_8723.png,0
/Users/kater/HauntedImages_8000/haunted_8724.png,0
/Users/kater/HauntedImages_8000/haunted_8725.png,0
/Users/kater/HauntedImages_8000/haunted_8726.png,1
/Users/kater/HauntedImages_8000/haunted_8727.png,0
/Users/kater/HauntedImages_8000/haunted_8728.png,0
/Users/kater/HauntedImages_8000/haunted_8729.png,2
/Users/kater/HauntedImages_8000/haunted_8730.png,0
/Users/kater/HauntedImages_8000/haunted_8731.png,2
/Users/kater/HauntedImages_8000/haunted_8732.png,1
/Users/kater/HauntedImages_8000/haunted_8733.png,0
/Users/kater/HauntedImages_8000/haunted_8734.png,0
/Users/kater/HauntedImages_8000/haunted_8735.png,1
/Users/kater/HauntedImages_8000/haunted_8736.png,2
/Users/kater/HauntedImages_8000/haunted_8737.png,0
/Users/kater/HauntedImages_8000/haunted_8738.png,0
/Users/kater/HauntedImages_8000/haunted_8739.png,0
/Users/kater/HauntedImages_8000/haunted_8740.png,0
/Users/kater/HauntedImages_8000/haunted_8741.png,0
/Users/kater/HauntedImages_8000/haunted_8742.png,0
/Users/kater/HauntedImages_8000/haunted_8743.png,0
/Users/kater/HauntedImages_8000/haunted_8745.png,0
/Users/kater/HauntedImages_8000/haunted_8746.png,2
/Users/kater/HauntedImages_8000/haunted_8747.png,1
/Users/kater/HauntedImages_8000/haunted_8748.png,0
/Users/kater/HauntedImages_8000/haunted_8749.png,2
/Users/kater/HauntedImages_8000/haunted_8750.png,0
/Users/kater/HauntedImages_8000/haunted_8751.png,2
/Users/kater/HauntedImages_8000/haunted_8752.png,1
/Users/kater/HauntedImages_8000/haunted_8753.png,1
/Users/kater/HauntedImages_8000/haunted_8754.png,0
/Users/kater/HauntedImages_8000/haunted_8755.png,0
/Users/kater/HauntedImages_8000/haunted_8756.png,0
/Users/kater/HauntedImages_8000/haunted_8757.png,1
/Users/kater/HauntedImages_8000/haunted_8758.png,0
/Users/kater/HauntedImages_8000/haunted_8759.png,0
/Users/kater/HauntedImages_8000/haunted_8760.png,1
/Users/kater/HauntedImages_8000/haunted_8761.png,2
/Users/kater/HauntedImages_8000/haunted_8762.png,1
/Users/kater/HauntedImages_8000/haunted_8763.png,0
/Users/kater/HauntedImages_8000/haunted_8764.png,0
/Users/kater/HauntedImages_8000/haunted_8765.png,0
/Users/kater/HauntedImages_8000/haunted_8766.png,0
/Users/kater/HauntedImages_8000/haunted_8767.png,1
/Users/kater/HauntedImages_8000/haunted_8769.png,0
/Users/kater/HauntedImages_8000/haunted_8770.png,0
/Users/kater/HauntedImages_8000/haunted_8771.png,2
/Users/kater/HauntedImages_8000/haunted_8772.png,2
/Users/kater/HauntedImages_8000/haunted_8773.png,0
/Users/kater/HauntedImages_8000/haunted_8774.png,0
/Users/kater/HauntedImages_8000/haunted_8775.png,0
/Users/kater/HauntedImages_8000/haunted_8776.png,0
/Users/kater/HauntedImages_8000/haunted_8777.png,0
/Users/kater/HauntedImages_8000/haunted_8778.png,1
/Users/kater/HauntedImages_8000/haunted_8779.png,0
/Users/kater/HauntedImages_8000/haunted_8780.png,1
/Users/kater/HauntedImages_8000/haunted_8781.png,0
/Users/kater/HauntedImages_8000/haunted_8783.png,0
/Users/kater/HauntedImages_8000/haunted_8784.png,2
/Users/kater/HauntedImages_8000/haunted_8786.png,0
/Users/kater/HauntedImages_8000/haunted_8787.png,2
/Users/kater/HauntedImages_8000/haunted_8788.png,0
/Users/kater/HauntedImages_8000/haunted_8789.png,1
/Users/kater/HauntedImages_8000/haunted_8790.png,0
/Users/kater/HauntedImages_8000/haunted_8791.png,2
/Users/kater/HauntedImages_8000/haunted_8792.png,0
/Users/kater/HauntedImages_8000/haunted_8793.png,0
/Users/kater/HauntedImages_8000/haunted_8794.png,2
/Users/kater/HauntedImages_8000/haunted_8795.png,2
/Users/kater/HauntedImages_8000/haunted_8797.png,1
/Users/kater/HauntedImages_8000/haunted_8798.png,2
/Users/kater/HauntedImages_8000/haunted_8799.png,2
/Users/kater/HauntedImages_8000/haunted_8801.png,0
/Users/kater/HauntedImages_8000/haunted_8802.png,0
/Users/kater/HauntedImages_8000/haunted_8803.png,0
/Users/kater/HauntedImages_8000/haunted_8804.png,2
/Users/kater/HauntedImages_8000/haunted_8805.png,0
/Users/kater/HauntedImages_8000/haunted_8806.png,1
/Users/kater/HauntedImages_8000/haunted_8807.png,0
/Users/kater/HauntedImages_8000/haunted_8808.png,2
/Users/kater/HauntedImages_8000/haunted_8809.png,0
/Users/kater/HauntedImages_8000/haunted_8810.png,2
/Users/kater/HauntedImages_8000/haunted_8811.png,0
/Users/kater/HauntedImages_8000/haunted_8812.png,2
/Users/kater/HauntedImages_8000/haunted_8813.png,1
/Users/kater/HauntedImages_8000/haunted_8814.png,2
/Users/kater/HauntedImages_8000/haunted_8815.png,0
/Users/kater/HauntedImages_8000/haunted_8816.png,2
/Users/kater/HauntedImages_8000/haunted_8817.png,0
/Users/kater/HauntedImages_8000/haunted_8818.png,2
/Users/kater/HauntedImages_8000/haunted_8819.png,2
/Users/kater/HauntedImages_8000/haunted_8820.png,0
/Users/kater/HauntedImages_8000/haunted_8821.png,0
/Users/kater/HauntedImages_8000/haunted_8822.png,2
/Users/kater/HauntedImages_8000/haunted_8823.png,0
/Users/kater/HauntedImages_8000/haunted_8824.png,1
/Users/kater/HauntedImages_8000/haunted_8825.png,2
/Users/kater/HauntedImages_8000/haunted_8826.png,0
/Users/kater/HauntedImages_8000/haunted_8827.png,0
/Users/kater/HauntedImages_8000/haunted_8828.png,0
/Users/kater/HauntedImages_8000/haunted_8829.png,0
/Users/kater/HauntedImages_8000/haunted_8830.png,0
/Users/kater/HauntedImages_8000/haunted_8831.png,0
/Users/kater/HauntedImages_8000/haunted_8832.png,1
/Users/kater/HauntedImages_8000/haunted_8833.png,0
/Users/kater/HauntedImages_8000/haunted_8834.png,0
/Users/kater/HauntedImages_8000/haunted_8835.png,0
/Users/kater/HauntedImages_8000/haunted_8836.png,0
/Users/kater/HauntedImages_8000/haunted_8837.png,1
/Users/kater/HauntedImages_8000/haunted_8838.png,2
/Users/kater/HauntedImages_8000/haunted_8839.png,0
/Users/kater/HauntedImages_8000/haunted_8840.png,1
/Users/kater/HauntedImages_8000/haunted_8841.png,0
/Users/kater/HauntedImages_8000/haunted_8842.png,0
/Users/kater/HauntedImages_8000/haunted_8843.png,0
/Users/kater/HauntedImages_8000/haunted_8844.png,2
/Users/kater/HauntedImages_8000/haunted_8845.png,1
/Users/kater/HauntedImages_8000/haunted_8847.png,1
/Users/kater/HauntedImages_8000/haunted_8848.png,0
/Users/kater/HauntedImages_8000/haunted_8849.png,0
/Users/kater/HauntedImages_8000/haunted_8850.png,0
/Users/kater/HauntedImages_8000/haunted_8851.png,0
/Users/kater/HauntedImages_8000/haunted_8852.png,0
/Users/kater/HauntedImages_8000/haunted_8853.png,0
/Users/kater/HauntedImages_8000/haunted_8854.png,0
/Users/kater/HauntedImages_8000/haunted_8855.png,0
/Users/kater/HauntedImages_8000/haunted_8856.png,0
/Users/kater/HauntedImages_8000/haunted_8857.png,0
/Users/kater/HauntedImages_8000/haunted_8858.png,1
/Users/kater/HauntedImages_8000/haunted_8859.png,0
/Users/kater/HauntedImages_8000/haunted_8860.png,0
/Users/kater/HauntedImages_8000/haunted_8861.png,0
/Users/kater/HauntedImages_8000/haunted_8862.png,0
/Users/kater/HauntedImages_8000/haunted_8863.png,2
/Users/kater/HauntedImages_8000/haunted_8864.png,0
/Users/kater/HauntedImages_8000/haunted_8865.png,2
/Users/kater/HauntedImages_8000/haunted_8866.png,0
/Users/kater/HauntedImages_8000/haunted_8867.png,0
/Users/kater/HauntedImages_8000/haunted_8868.png,2
/Users/kater/HauntedImages_8000/haunted_8869.png,1
/Users/kater/HauntedImages_8000/haunted_8870.png,2
/Users/kater/HauntedImages_8000/haunted_8871.png,2
/Users/kater/HauntedImages_8000/haunted_8872.png,0
/Users/kater/HauntedImages_8000/haunted_8873.png,2
/Users/kater/HauntedImages_8000/haunted_8874.png,2
/Users/kater/HauntedImages_8000/haunted_8875.png,2
/Users/kater/HauntedImages_8000/haunted_8876.png,0
/Users/kater/HauntedImages_8000/haunted_8877.png,2
/Users/kater/HauntedImages_8000/haunted_8878.png,1
/Users/kater/HauntedImages_8000/haunted_8879.png,0
/Users/kater/HauntedImages_8000/haunted_8880.png,1
/Users/kater/HauntedImages_8000/haunted_8881.png,2
/Users/kater/HauntedImages_8000/haunted_8882.png,0
/Users/kater/HauntedImages_8000/haunted_8883.png,1
/Users/kater/HauntedImages_8000/haunted_8884.png,1
/Users/kater/HauntedImages_8000/haunted_8885.png,2
/Users/kater/HauntedImages_8000/haunted_8886.png,0
/Users/kater/HauntedImages_8000/haunted_8887.png,0
/Users/kater/HauntedImages_8000/haunted_8888.png,0
/Users/kater/HauntedImages_8000/haunted_8889.png,0
/Users/kater/HauntedImages_8000/haunted_8890.png,1
/Users/kater/HauntedImages_8000/haunted_8891.png,2
/Users/kater/HauntedImages_8000/haunted_8892.png,0
/Users/kater/HauntedImages_8000/haunted_8893.png,0
/Users/kater/HauntedImages_8000/haunted_8894.png,0
/Users/kater/HauntedImages_8000/haunted_8895.png,0
/Users/kater/HauntedImages_8000/haunted_8896.png,2
/Users/kater/HauntedImages_8000/haunted_8897.png,0
/Users/kater/HauntedImages_8000/haunted_8898.png,1
/Users/kater/HauntedImages_8000/haunted_8899.png,0
/Users/kater/HauntedImages_8000/haunted_8900.png,0
/Users/kater/HauntedImages_8000/haunted_8901.png,0
/Users/kater/HauntedImages_8000/haunted_8902.png,0
/Users/kater/HauntedImages_8000/haunted_8903.png,0
/Users/kater/HauntedImages_8000/haunted_8904.png,2
/Users/kater/HauntedImages_8000/haunted_8905.png,0
/Users/kater/HauntedImages_8000/haunted_8906.png,2
/Users/kater/HauntedImages_8000/haunted_8907.png,2
/Users/kater/HauntedImages_8000/haunted_8908.png,2
/Users/kater/HauntedImages_8000/haunted_8909.png,1
/Users/kater/HauntedImages_8000/haunted_8910.png,2
/Users/kater/HauntedImages_8000/haunted_8911.png,1
/Users/kater/HauntedImages_8000/haunted_8912.png,0
/Users/kater/HauntedImages_8000/haunted_8913.png,0
/Users/kater/HauntedImages_8000/haunted_8914.png,0
/Users/kater/HauntedImages_8000/haunted_8915.png,0
/Users/kater/HauntedImages_8000/haunted_8916.png,0
/Users/kater/HauntedImages_8000/haunted_8917.png,1
/Users/kater/HauntedImages_8000/haunted_8918.png,1
/Users/kater/HauntedImages_8000/haunted_8919.png,0
/Users/kater/HauntedImages_8000/haunted_8920.png,1
/Users/kater/HauntedImages_8000/haunted_8921.png,2
/Users/kater/HauntedImages_8000/haunted_8922.png,0
/Users/kater/HauntedImages_8000/haunted_8923.png,2
/Users/kater/HauntedImages_8000/haunted_8924.png,2
/Users/kater/HauntedImages_8000/haunted_8925.png,2
/Users/kater/HauntedImages_8000/haunted_8926.png,2
/Users/kater/HauntedImages_8000/haunted_8927.png,2
/Users/kater/HauntedImages_8000/haunted_8928.png,2
/Users/kater/HauntedImages_8000/haunted_8929.png,2
/Users/kater/HauntedImages_8000/haunted_8930.png,0
/Users/kater/HauntedImages_8000/haunted_8931.png,2
/Users/kater/HauntedImages_8000/haunted_8932.png,0
/Users/kater/HauntedImages_8000/haunted_8933.png,0
/Users/kater/HauntedImages_8000/haunted_8935.png,0
/Users/kater/HauntedImages_8000/haunted_8936.png,1
/Users/kater/HauntedImages_8000/haunted_8937.png,1
/Users/kater/HauntedImages_8000/haunted_8938.png,0
/Users/kater/HauntedImages_8000/haunted_8939.png,2
/Users/kater/HauntedImages_8000/haunted_8940.png,0
/Users/kater/HauntedImages_8000/haunted_8941.png,0
/Users/kater/HauntedImages_8000/haunted_8942.png,2
/Users/kater/HauntedImages_8000/haunted_8944.png,0
/Users/kater/HauntedImages_8000/haunted_8945.png,2
/Users/kater/HauntedImages_8000/haunted_8946.png,2
/Users/kater/HauntedImages_8000/haunted_8947.png,2
/Users/kater/HauntedImages_8000/haunted_8948.png,0
/Users/kater/HauntedImages_8000/haunted_8949.png,2
/Users/kater/HauntedImages_8000/haunted_8950.png,2
/Users/kater/HauntedImages_8000/haunted_8951.png,2
/Users/kater/HauntedImages_8000/haunted_8952.png,2
/Users/kater/HauntedImages_8000/haunted_8953.png,2
/Users/kater/HauntedImages_8000/haunted_8954.png,0
/Users/kater/HauntedImages_8000/haunted_8955.png,0
/Users/kater/HauntedImages_8000/haunted_8956.png,0
/Users/kater/HauntedImages_8000/haunted_8957.png,0
/Users/kater/HauntedImages_8000/haunted_8958.png,2
/Users/kater/HauntedImages_8000/haunted_8960.png,0
/Users/kater/HauntedImages_8000/haunted_8961.png,2
/Users/kater/HauntedImages_8000/haunted_8962.png,2
/Users/kater/HauntedImages_8000/haunted_8964.png,2
/Users/kater/HauntedImages_8000/haunted_8966.png,0
/Users/kater/HauntedImages_8000/haunted_8967.png,0
/Users/kater/HauntedImages_8000/haunted_8968.png,2
/Users/kater/HauntedImages_8000/haunted_8969.png,2
/Users/kater/HauntedImages_8000/haunted_8970.png,0
/Users/kater/HauntedImages_8000/haunted_8971.png,0
/Users/kater/HauntedImages_8000/haunted_8972.png,1
/Users/kater/HauntedImages_8000/haunted_8973.png,1
/Users/kater/HauntedImages_8000/haunted_8974.png,2
/Users/kater/HauntedImages_8000/haunted_8975.png,0
/Users/kater/HauntedImages_8000/haunted_8976.png,2
/Users/kater/HauntedImages_8000/haunted_8977.png,0
/Users/kater/HauntedImages_8000/haunted_8978.png,2
/Users/kater/HauntedImages_8000/haunted_8979.png,1
/Users/kater/HauntedImages_8000/haunted_8980.png,0
/Users/kater/HauntedImages_8000/haunted_8981.png,0
/Users/kater/HauntedImages_8000/haunted_8982.png,2
/Users/kater/HauntedImages_8000/haunted_8983.png,1
/Users/kater/HauntedImages_8000/haunted_8984.png,2
/Users/kater/HauntedImages_8000/haunted_8986.png,0
/Users/kater/HauntedImages_8000/haunted_8987.png,0
/Users/kater/HauntedImages_8000/haunted_8988.png,0
/Users/kater/HauntedImages_8000/haunted_8989.png,2
/Users/kater/HauntedImages_8000/haunted_8990.png,2
/Users/kater/HauntedImages_8000/haunted_8991.png,2
/Users/kater/HauntedImages_8000/haunted_8992.png,0
/Users/kater/HauntedImages_8000/haunted_8993.png,0
/Users/kater/HauntedImages_8000/haunted_8994.png,2
/Users/kater/HauntedImages_8000/haunted_8995.png,0
/Users/kater/HauntedImages_8000/haunted_8996.png,1
/Users/kater/HauntedImages_8000/haunted_8997.png,0
/Users/kater/HauntedImages_8000/haunted_8998.png,2
/Users/kater/HauntedImages_8000/haunted_8999.png,0
